07-05-2009	65.6
07-06-2009	14.9
07-07-2009	16.5
07-08-2009	14.6
07-09-2009	14.4
07-10-2009	14.6
07-11-2009	14.3
07-12-2009	14
7-13-2009	14.6
7-14-2009	15.2
7-15-2009	15.5
7-16-2009	14.5
7-17-2009	13.8
7-18-2009	14
7-19-2009	13.9
7-20-2009	13.7
7-21-2009	13.7
7-22-2009	13.7
7-23-2009	13.8
7-24-2009	13.7
7-25-2009	13.7
7-26-2009	13.6
7-27-2009	13.6
7-28-2009	13.6
7-29-2009	13.6
7-30-2009	16.3
7-31-2009	13.6
08-01-2009	13.5
08-02-2009	13.7
08-03-2009	13.7
08-04-2009	13.6
08-05-2009	13.5
08-06-2009	13.6
08-07-2009	13.6
08-08-2009	14.4
08-09-2009	13.7
08-10-2009	13.6
08-11-2009	13.8
08-12-2009	16.3
8-13-2009	13.7
8-14-2009	13.7
8-15-2009	13.8
8-16-2009	13.8
8-17-2009	14
8-18-2009	13.8
8-19-2009	13.8
8-20-2009	13.9
8-21-2009	13.8
8-22-2009	13.7
8-23-2009	13.6
8-24-2009	13.7
8-25-2009	13.6
8-26-2009	14.4
8-27-2009	13.8
8-28-2009	13.6
8-29-2009	13.7
8-30-2009	13.9
8-31-2009	13.8
09-01-2009	13.7
09-02-2009	13.5
09-03-2009	13.9
09-04-2009	14
09-05-2009	14
09-06-2009	13.9
09-07-2009	13.9
09-08-2009	13.9
09-09-2009	13.7
09-10-2009	13.9
09-11-2009	13.9
09-12-2009	13.7
9-13-2009	13.7
9-14-2009	13.8
9-15-2009	16.3
9-16-2009	44.3
9-17-2009	29.6
9-18-2009	20.4
9-19-2009	67.4
9-20-2009	35.6
9-21-2009	25
9-22-2009	21.8
9-23-2009	14
9-24-2009	14
9-25-2009	14.1
9-26-2009	14
9-27-2009	13.9
9-28-2009	14.3
9-29-2009	13.8
9-30-2009	13.7
10-01-2009	14.6
10-02-2009	14.1
10-03-2009	13.5
10-04-2009	13.5
10-05-2009	13.5
10-06-2009	13.3
10-07-2009	13.4
10-08-2009	13.4
10-09-2009	13.4
10-10-2009	13.3
10-11-2009	20.3
10-12-2009	19
10-13-2009	13.6
10-14-2009	13.7
10-15-2009	13.7
10-16-2009	13.5
10-17-2009	14.7
10-18-2009	13.7
10-19-2009	13.8
10-20-2009	13.8
10-21-2009	14.3
10-22-2009	134
10-23-2009	64.6
10-24-2009	25.1
10-25-2009	13.9
10-26-2009	18
10-27-2009	19.5
10-28-2009	17.2
10-29-2009	16.2
10-30-2009	14.7
10-31-2009	13.9
11-01-2009	13.4
11-02-2009	27
11-03-2009	23.1
11-04-2009	17.7
11-05-2009	18.7
11-06-2009	15.5
11-07-2009	14.1
11-08-2009	13.2
11-09-2009	16.9
11-10-2009	16
11-11-2009	13.8
11-12-2009	13.6
11-13-2009	13.3
11-14-2009	13.5
11-15-2009	13.3
11-16-2009	13.6
11-17-2009	13.6
11-18-2009	13.5
11-19-2009	13.4
11-20-2009	13.5
11-21-2009	13.4
11-22-2009	13.1
11-23-2009	13.5
11-24-2009	13.3
11-25-2009	13.7
11-26-2009	13.8
11-27-2009	13.5
11-28-2009	14
11-29-2009	15.6
11-30-2009	75
12-01-2009	34.8
12-02-2009	25.1
12-03-2009	12.9
12-04-2009	19.2
12-05-2009	13.8
12-06-2009	13.6
12-07-2009	13.1
12-08-2009	13.8
12-09-2009	13.8
12-10-2009	13.7
12-11-2009	13.9
12-12-2009	13.5
12-13-2009	13.1
12-14-2009	17.1
12-15-2009	17.5
12-16-2009	15.1
12-17-2009	12.9
12-18-2009	13.3
12-19-2009	13.9
12-20-2009	13.7
12-21-2009	12.9
12-22-2009	18.2
12-23-2009	164
12-24-2009	227
12-25-2009	333
12-26-2009	170
12-27-2009	122
12-28-2009	63.2
12-29-2009	44.3
12-30-2009	34
12-31-2009	32.1
01-01-2010	27.3
01-02-2010	22.4
01-03-2010	21
01-04-2010	17.4
01-05-2010	33
01-06-2010	36.6
01-07-2010	13.4
01-08-2010	27.4
01-09-2010	64.9
01-10-2010	60.1
01-11-2010	22.3
01-12-2010	15.2
1-13-2010	22.6
1-14-2010	14.1
1-15-2010	13.3
1-16-2010	12
1-17-2010	14.4
1-18-2010	14.8
1-19-2010	14.3
1-20-2010	16
1-21-2010	14.8
1-22-2010	14
1-23-2010	13.7
1-24-2010	13.5
1-25-2010	13.3
1-26-2010	13.4
1-27-2010	13.7
1-28-2010	13.6
1-29-2010	13.6
1-30-2010	13.7
1-31-2010	13.6
02-01-2010	13.9
02-02-2010	13.7
02-03-2010	14
02-04-2010	13.3
02-05-2010	14.7
02-06-2010	17.5
02-07-2010	14.4
02-08-2010	13.5
02-09-2010	14
02-10-2010	13.9
02-11-2010	23.9
02-12-2010	29.1
2-13-2010	13.5
2-14-2010	13.8
2-15-2010	13.8
2-16-2010	13.5
2-17-2010	16.3
2-18-2010	41
2-19-2010	112
2-20-2010	106
2-21-2010	42.5
2-22-2010	26.9
2-23-2010	40.8
2-24-2010	36.9
2-25-2010	31.8
2-26-2010	39.9
2-27-2010	76.3
2-28-2010	73.2
03-01-2010	47.3
03-02-2010	20.3
03-03-2010	18.1
03-04-2010	26.4
03-05-2010	20.9
03-06-2010	15.4
03-07-2010	13.8
03-08-2010	13.6
03-09-2010	13.6
03-10-2010	16.1
03-11-2010	16.3
03-12-2010	14.2
3-13-2010	13.9
3-14-2010	13.8
3-15-2010	14.4
3-16-2010	14
3-17-2010	14.2
3-18-2010	15.1
3-19-2010	16.4
3-20-2010	23.4
3-21-2010	26.7
3-22-2010	53.5
3-23-2010	54
3-24-2010	46.8
3-25-2010	38.6
3-26-2010	44.1
3-27-2010	50.1
3-28-2010	32
3-29-2010	30.3
3-30-2010	33.2
3-31-2010	28
04-01-2010	19.1
04-02-2010	15
04-03-2010	13.8
04-04-2010	13.8
04-05-2010	14.3
04-06-2010	13.9
04-07-2010	13.9
04-08-2010	13.8
04-09-2010	14.2
04-10-2010	14.3
04-11-2010	18
04-12-2010	18.8
4-13-2010	15.3
4-14-2010	14.2
4-15-2010	14
4-16-2010	13.9
4-17-2010	13.8
4-18-2010	13.8
4-19-2010	13.8
4-20-2010	14.1
4-21-2010	17.6
4-22-2010	21.6
4-23-2010	26.2
4-24-2010	26.4
4-25-2010	31.9
4-26-2010	38.7
4-27-2010	54.7
4-28-2010	55.7
4-29-2010	58.2
4-30-2010	58.9
05-01-2010	44.1
05-02-2010	74.9
05-03-2010	58.4
05-04-2010	130
05-05-2010	139
05-06-2010	82.4
05-07-2010	62.4
05-08-2010	63.6
05-09-2010	59.9
05-10-2010	82.6
05-11-2010	85.3
05-12-2010	101
5-13-2010	150
5-14-2010	98.9
5-15-2010	84.9
5-16-2010	77.8
5-17-2010	75.9
5-18-2010	102
5-19-2010	78.8
5-20-2010	55.9
5-21-2010	55.6
5-22-2010	61.7
5-23-2010	82.3
5-24-2010	111
5-25-2010	94.9
5-26-2010	96.8
5-27-2010	81.3
5-28-2010	83.5
5-29-2010	74
5-30-2010	70.9
5-31-2010	91.1
06-01-2010	88.5
06-02-2010	86.5
06-03-2010	87.9
06-04-2010	87.4
06-05-2010	96.3
06-06-2010	101
06-07-2010	104
06-08-2010	96.7
06-09-2010	88.9
06-10-2010	65.1
06-11-2010	71.3
06-12-2010	69
6-13-2010	60.8
6-14-2010	47.8
6-15-2010	78.5
6-16-2010	206
6-17-2010	126
6-18-2010	81.5
6-19-2010	65.4
6-20-2010	92
6-21-2010	45.6
6-22-2010	36.5
6-23-2010	32.1
6-24-2010	29
6-25-2010	27.6
6-26-2010	29.9
6-27-2010	51.3
6-28-2010	46.1
6-29-2010	70.9
6-30-2010	109
07-01-2010	74.7
07-02-2010	27.7
07-03-2010	21.2
07-04-2010	19.9
07-05-2010	28.3
07-06-2010	25.4
07-07-2010	18.4
07-08-2010	18.2
07-09-2010	17.9
07-10-2010	17.9
07-11-2010	17.6
07-12-2010	16.7
7-13-2010	19.2
7-14-2010	26.6
7-15-2010	24.9
7-16-2010	22.3
7-17-2010	20
